#REF!,Service Company Name:,,#ERROR!,UNCONVENTIONAL RESOURCES - WCO&PED,,,,,,,,,,,,,,,,,,,If Recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Service Company Code:,,,,,,,,,,,#ERROR!,,HAZEM,,,,,,SIWHP (psig):,,6870,,,,,,,,,"Venturi meter Pipe Diameter ""D"" (mm):",,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/22/21 4:30,,,,,,,,,,,,,,,,,,,,,,,,,,349.61,2860.35,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 4:45,,,,,,,,,,,,,,,,,,,,,,,,,,347.84,2874.85,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,353.01,2832.78,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 5:15,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,2894.54,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 5:30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 5:45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,339.31,2947.12,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 6:15,,,,,,,,,,,,,,,,,,,,,,,,,,350.25,2855.11,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,354.83,2818.26,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 7:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 7:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 7:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 8:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 9:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 9:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 12:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 13:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 18:45,,,,,,,,,,,,,,,,,,,,,,,,,,380.22,2630.09,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,361.24,2768.27,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 19:15,,,,,,,,,,,,,,,,,,,,,,,,,,363.55,2750.64,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 19:30,,,,,,,,,,,,,,,,,,,,,,,,,,360.72,2772.24,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 19:45,,,,,,,,,,,,,,,,,,,,,,,,,,357.88,2794.25,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,360.13,2776.76,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 20:15,,,,,,,,,,,,,,,,,,,,,,,,,,361.44,2766.72,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 20:30,,,,,,,,,,,,,,,,,,,,,,,,,,362.03,2762.20,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 20:45,,,,,,,,,,,,,,,,,,,,,,,,,,364.96,2740.06,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,354.84,2818.20,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 21:15,,,,,,,,,,,,,,,,,,,,,,,,,,357.76,2795.19,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 21:30,,,,,,,,,,,,,,,,,,,,,,,,,,352.70,2835.27,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 21:45,,,,,,,,,,,,,,,,,,,,,,,,,,374.12,2672.95,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 22:00,,,,,,,,,,,,,,,,,,,,,,,,,,365.17,2738.46,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 22:15,,,,,,,,,,,,,,,,,,,,,,,,,,357.49,2797.31,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 22:30,,,,,,,,,,,,,,,,,,,,,,,,,,357.91,2794.00,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 22:45,,,,,,,,,,,,,,,,,,,,,,,,,,368.12,2716.51,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,361.30,2767.79,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 23:15,,,,,,,,,,,,,,,,,,,,,,,,,,357.99,2793.39,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 23:30,,,,,,,,,,,,,,,,,,,,,,,,,,359.27,2783.41,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/22/21 23:45,,,,,,,,,,,,,,,,,,,,,,,,,,357.54,2796.88,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,357.44,2797.65,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 0:15,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,2809.70,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 0:30,,,,,,,,,,,,,,,,,,,,,,,,,,352.34,2838.16,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 0:45,,,,,,,,,,,,,,,,,,,,,,,,,,359.10,2784.77,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,359.88,2778.70,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 1:15,,,,,,,,,,,,,,,,,,,,,,,,,,359.24,2783.65,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 1:30,,,,,,,,,,,,,,,,,,,,,,,,,,354.13,2823.83,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 1:45,,,,,,,,,,,,,,,,,,,,,,,,,,359.57,2781.13,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,350.91,2849.71,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 2:15,,,,,,,,,,,,,,,,,,,,,,,,,,354.09,2824.18,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 2:30,,,,,,,,,,,,,,,,,,,,,,,,,,359.19,2784.05,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 2:45,,,,,,,,,,,,,,,,,,,,,,,,,,356.79,2802.76,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,357.15,2799.93,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 3:15,,,,,,,,,,,,,,,,,,,,,,,,,,354.55,2820.51,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 3:30,,,,,,,,,,,,,,,,,,,,,,,,,,356.15,2807.83,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 3:45,,,,,,,,,,,,,,,,,,,,,,,,,,356.67,2803.70,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 4:00,,,,,,,,,,,,,,,,,,,,,,,,,,355.97,2809.22,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 4:15,,,,,,,,,,,,,,,,,,,,,,,,,,359.06,2785.07,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 4:30,,,,,,,,,,,,,,,,,,,,,,,,,,359.83,2779.07,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 4:45,,,,,,,,,,,,,,,,,,,,,,,,,,351.88,2841.87,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 5:00,,,,,,,,,,,,,,,,,,,,,,,,,,349.94,2857.62,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 5:15,,,,,,,,,,,,,,,,,,,,,,,,,,366.34,2729.69,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 5:30,,,,,,,,,,,,,,,,,,,,,,,,,,351.41,2845.65,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 5:45,,,,,,,,,,,,,,,,,,,,,,,,,,344.75,2900.69,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,352.12,2839.93,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 6:15,,,,,,,,,,,,,,,,,,,,,,,,,,357.26,2799.08,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,364.44,2743.92,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 7:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 7:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 7:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 7:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 8:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 9:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 9:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 9:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
,8/23/21 10:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,12411.6,56026.9,,,,,,,,,,,,,,,0.00,0.00,380.95,198.86,,579.81,0.00,,,
